icao,name,city,state,country,lat,lon
CPE3,Elk Lake Airport,Elk Lake,Ontario,CA,47.7285995483,-80.3158035278
CPE4,Cambridge / Reid's Field,Cambridge,Ontario,CA,43.4427306923,-80.2325105667
CPE5,Port Colborne Airport,Port Colborne,Ontario,CA,42.8774986267,-79.3527984619
CPE6,South River/Sundridge Airport & Float Plane Base,South River - Sundridge,Ontario,CA,45.8210983276,-79.3233032227
CPF2,Bar River Airport,Bar River,Ontario,CA,46.42029953,-84.0922012329
CPF4,Bruce McPhail Memorial Airport,Cobden,Ontario,CA,45.5950012207,-76.8332977295
CPF6,Stoney Creek Airport,Stoney Creek,Ontario,CA,43.1696925259,-79.7094154358
CPF7,Southampton Airport,Southampton,Ontario,CA,44.4939002991,-81.3352966309
CPG4,Elmira (East) Airport,Elmira,Ontario,CA,43.5918998718,-80.5121994019
CPG5,Hawkesbury (East) Airport,Hawkesbury,Ontario,CA,45.5828018188,-74.5488967896
CPG6,Port Elgin (Pryde Field) Airport,Port Elgin,Ontario,CA,44.4589004517,-81.379699707
CPG7,Fergus (Juergensen Field) Airport,Fergus,Ontario,CA,43.7350006104,-80.4471969604
CPH2,Rolph Airport,Deep River,Ontario,CA,46.1166992188,-77.5333023071
CPH3,Port Hope (Peter's Field),Port Hope,Ontario,CA,44.0248843879,-78.4269762039
CPH9,Fordwich Airport,Fordwich,Ontario,CA,43.8880996704,-80.995300293
CPJ5,Stirling Airport,Stirling,Ontario,CA,44.2414016724,-77.5616989136
CPK2,Strathroy (Blue Yonder) Airport,Strathroy,Ontario,CA,42.965801239,-81.5916976929
CPK9,Arthur (Peskett Field),,Ontario,CA,43.7715431648,-80.4835224152
CPL3,Kars / Rideau Valley Air Park,Kars,Ontario,CA,45.1030620653,-75.6281661987
CPL4,Grand Bend Airport,Grand Bend,Ontario,CA,43.2868995667,-81.7142028809
CPL5,Thessalon Municipal Airport,Thessalon,Ontario,CA,46.3166999817,-83.5333023071
CPM3,POURVOIRIE MIRAGE AERODROME,,Quebec,CA,53.8025,-72.841389
CPM5,Volk Airport,Tottenham,Ontario,CA,43.9913325082,-79.7811698914
CPM7,Bradford Airport,Bradford,Ontario,CA,44.136100769,-79.6288986206
CPN2,Pontiac Airpark,Pontiac,Quebec,CA,45.5297264228,-76.1673545837
CPN5,Listowel Airport,Listowel,Ontario,CA,43.7428016663,-80.9914016724
CPP6,York Airport,York,Ontario,CA,43.0374984741,-79.8525009155
CPQ4,Lefroy Airport,Lefroy,Ontario,CA,44.2919095924,-79.5472812653
CPR2,Ottawa / Embrun Airport,Embrun,Ontario,CA,45.2411003113,-75.2985992432
CPR3,Palmerston Airport,Palmerston,Ontario,CA,43.8535995483,-80.7802963257
CPR5,Woodstock Airport,Woodstock,Ontario,CA,43.1082677518,-80.8218669891
CPR7,Wingham / Richard W. LeVan Airport,Wingham,Ontario,CA,43.8675003052,-81.2985992432
CPR9,Fergus (Royland Field),,Ontario,CA,43.7417549969,-80.3862011433
CPS2,Elmhirst's Resort Airport,Keene,Ontario,CA,44.251470223,-78.1072568893
CPS4,Lucan Airport,Lucan,Ontario,CA,43.1632995605,-81.4124984741
CPS5,Miminiska Airport,Miminiska,Ontario,CA,51.6044006348,-88.5821990967
CPS7,Orton / Smith Field,Orton,Ontario,CA,43.7753857192,-80.2280688286
CPT2,Killarney Airport,Killarney,Ontario,CA,45.9775009155,-81.4946975708
CPT3,Rockton Airport,Rockton,Ontario,CA,43.3222007751,-80.176399231
CPU3,Rodney (New Glasgow) Airport,Rodney,Ontario,CA,42.5313987732,-81.6069030762
CPU6,Tyendinaga Mohawk Airport,Tyendinaga,Ontario,CA,44.1847000122,-77.1078033447
CPV2,Orangeville / Murray Wesley Kot Field,Orangeville,Ontario,CA,43.9585990906,-80.1549987793
CPV3,St. Joseph Island Airport,St. Joseph Island,Ontario,CA,46.2832984924,-83.9499969482
CPV4,Mansfield Airport,Mansfield,Ontario,CA,44.1439218832,-80.0136208534
CPV7,Poplar Hill Airport,Poplar Hill,Ontario,CA,52.1133003235,-94.2555999756
CPV8,Keewaywin Airport,Keewaywin,Ontario,CA,52.9911003113,-92.8364028931
CPY9,Fergus (Holyoake Airfield),,Ontario,CA,43.728611111,-80.2830555556
CPZ3,Trenton / Mountain View Airport,Mountain View,Ontario,CA,44.0694007874,-77.3380966187
CRB2,Cottam Airport,Cottam,Ontario,CA,42.1399993896,-82.6528015137
CRB4,Riviere Bonnard Airport,Riviere Bonnard,Quebec,CA,50.7043991089,-71.1624984741
CRB5,Riviere Bell Airport,Riviere Bell,Quebec,CA,49.0788993835,-62.2369003296
CRD4,Red Deer / South 40 Airstrip,,Alberta,CA,52.261944,-113.951389
CRD5,Red Deer / Truant Airfield,,Alberta,CA,52.2870428404,-113.913180828
CRE2,Edzo Airport,Rae,Northwest Territories,CA,62.7667007446,-116.0839996338
CRE3,Curries (Rand Private Airfield),,Ontario,CA,43.0643730519,-80.6983566284
CRF3,Edmonton / Villeneuve (Rose Field),Villeneuve,Alberta,CA,53.645555556,-113.802777778
CRF4,Calgary / Okotoks (Rowland Field),Calgary,Alberta,CA,50.764722223,-113.958055556
CRJ2,Stoney Point (Trepanier),,Ontario,CA,42.2888870239,-82.5983352661
CRL2,Westport / Rideau Lakes Airport,Westport,Ontario,CA,44.6666651766,-76.3966673613
CRL4,Kirby Lake Airport,Kirby Lake,Alberta,CA,55.3555984497,-110.6370010376
CRL7,Reindeer Lake / Lindbergh Lodge Airstrip,,Saskatchewan,CA,57.28805555,-102.525
CRM2,Riding Mountain Airport,Riding Mountain,Manitoba,CA,50.573600769,-99.3613967896
CRML,Stoney Point (Le Cunff) Airport,Stoney Point,Ontario,CA,42.2956008911,-82.5350036621
CRP2,R.M. of Pipestone Airport,Reston,Manitoba,CA,49.5806007385,-101.0530014038
CRS3,Calgary / Christiansen Field,Calgary,Alberta,CA,50.7994796471,-114.051260948
CRS7,Matoush Airport,,Quebec,CA,51.905,-72.12388888
CRT2,Riviere Temiscamie (Air Roberval Ltee) Airport,,Quebec,CA,51.0092455225,-72.9835939407
CSA2,Lac Agile (Mascouche) Airport,Lac Agile,Quebec,CA,45.7919006348,-73.6380996704
CSB2,Sable Island Landing Strip,Sable Island,Nova Scotia,CA,43.9303535212,-59.9597740173
CSB3,St-Mathieu-De-Beloeil Airport,St-Mathieu-De-Beloeil,Quebec,CA,45.5900001526,-73.2386016846
CSB5,Shediac Bridge Airport,Shediac Bridge,New Brunswick,CA,46.254699707,-64.5766983032
CSC3,Drummondville Airport,Drummondville,Quebec,CA,45.8452987671,-72.3946990967
CSC5,Lac Etchemin Airport,Lac Etchemin,Quebec,CA,46.4071998596,-70.5014038086
CSC9,Sudbury / Coniston Airport,Sudbury,Ontario,CA,46.4822006226,-80.8339004517
CSD3,Valleyfield Airport,Valleyfield,Quebec,CA,45.2083015442,-74.1414031982
CSD4,Mont Laurier Airport,Mont-Laurier,Quebec,CA,46.5643997192,-75.577796936
CSE3,Lourdes-De-Joliette Airport,Lourdes-De-Joliette,Quebec,CA,46.1094017029,-73.452796936
CSE4,Lachute Airport,Lachute,Quebec,CA,45.6394004822,-74.3705978394
CSE5,Montmagny Airport,Montmagny,Quebec,CA,47.0013999939,-70.5158004761
CSF3,Poste Montagnais (Mile 134) Airport,Poste Montagnais,Quebec,CA,51.8885993958,-65.7149963379
CSF7,Ottawa / Casselman (Shea Field),Ottawa,Ontario,CA,45.299675051,-75.1715040207
CSG3,Joliette Airport,Joliette,Quebec,CA,46.0449981689,-73.501701355
CSG5,St Jean Chrysostome Airport,St-Jean Chrysostome,Quebec,CA,46.6852989197,-71.1517028809
CSH2,Ile-aux-Grues Airport,Ile-aux-Grues,Quebec,CA,47.0710983276,-70.5327987671
CSH4,Lebel-sur-Quevillon Airport,Lebel-sur-Quevillon,Quebec,CA,49.0303001404,-77.0171966553
CSH5,St-Ferdinand Airport,St-Ferdinand,Quebec,CA,46.1260986328,-71.5361022949
CSJ2,Kanawata Aeroparc Airport,Kanawata,Quebec,CA,47.5946998596,-74.1335983276
CSJ4,Louiseville Airport,Louiseville,Quebec,CA,46.2461013794,-72.9044036865
CSJ5,St-Louis-De-France Airport,St-Louis-De-France,Quebec,CA,46.4366989136,-72.6303024292
CSK3,Montreal / Mascouche Airport,Montreal,Quebec,CA,45.7186012268,-73.5980987549
CSK4,Mansonville Airport,Mansonville,Quebec,CA,45.0264015198,-72.4019012451
CSK5,Paquet Airport,St-Raymond,Quebec,CA,46.8950004578,-71.7857971191
CSK6,Snap Lake Airport,Snap Lake,Northwest Territories,CA,63.5936012268,-110.90599823
CSK8,King George Airpark,Surrey,British Columbia,CA,49.0950012207,-122.8190002441
CSL3,Lac a la Tortue Airport,Lac-a-la-Tortue,Quebec,CA,46.6217002869,-72.6303024292
CSL5,St-Victor-De-Beauce Airport,St-Victor-De-Beauce,Quebec,CA,46.1183013916,-70.8891983032
CSL7,Odessa / Strawberry Lakes Airstrip,Qu'Appelle,Saskatchewan,CA,50.3645177502,-103.74080658
CSL9,Baie-Comeau (Manic 1) Airport,Baie-Comeau,Quebec,CA,49.1843986511,-68.3625030518
CSM3,Thetford Mines Airport,Thetford Mines,Quebec,CA,46.051700592,-71.2572021484
CSM4,Ste-Julienne Airport,Ste-Julienne,Quebec,CA,45.9407997131,-73.7238998413
CSM5,St-Michel-Des-Saints Airport,St-Michel-Des-Saints,Quebec,CA,46.6808013916,-73.993598938
CSN3,St-Jerome Airport,St-Jerome,Quebec,CA,45.7803001404,-74.0618972778
CSN5,Stanhope Airport,Stanhope,Quebec,CA,45.0155982971,-71.7944030762
CSN7,Farnham Airport,Farnham,Quebec,CA,45.2855987549,-73.0077972412
CSP3,Stony Plain (Lichtner Farms) Airport,Stony Plain,Alberta,CA,53.5374984741,-114.0680007935
CSP5,St-Mathias Airport,St-Mathias,Quebec,CA,45.5008010864,-73.2416992188
CSP6,Montreal / Aeroparc Ile Perrot,Montreal,Quebec,CA,45.3760986328,-73.9072036743
CSQ2,Shuswap (Skwlax Field) Airport,,British Columbia,CA,50.8786689434,-119.590816498
CSQ3,Valcourt Airport,Valcourt,Quebec,CA,45.481098175,-72.3103027344
CSR3,Victoriaville Airport,Victoriaville,Quebec,CA,46.1128005981,-71.9289016724
CSR8,La Sarre Airport,La Sarre,Quebec,CA,48.9171981812,-79.1785964966
CSS3,Montreal / Les Cedres Airport,Montreal,Quebec,CA,45.3474998474,-74.0766983032
CSS4,St-Dominique Airport,St-Dominique,Quebec,CA,45.6324996948,-72.818901062
CST3,Montreal / St-Lazare Airport,Montreal,Quebec,CA,45.3903282887,-74.1340041161
CST7,St-Lambert-De-Lauzon Airport,St-Lambert-De-Lauzon,Quebec,CA,46.5602989197,-71.1825027466
CSU2,Chisasibi Airport,Chisasibi,Quebec,CA,53.8055992126,-78.9169006348
CSU3,St Hyacinthe Airport,St-Hyacinthe,Quebec,CA,45.6049995422,-73.0141983032
CSU4,Ste-Lucie-De-Beauregard Airport,Ste-Lucie-De-Beauregard,Quebec,CA,46.7407989502,-70.0325012207
CSU5,Weymontachie Airport,Weymontachie,Quebec,CA,47.9369010925,-73.817199707
CSU7,Lac-a-la-Tortue (Water Aerodrome) Airport,Lac-a-la-Tortue,Quebec,CA,46.6166992188,-72.6258010864
CSV8,Schomberg (Sloan Valley View Farm Airfield),,Ontario,CA,43.9861452438,-79.7272896767
CSX3,Richelieu,Richelieu,Quebec,CA,45.4470727938,-73.2326853275
CSX5,Grant Airport,St-Mathias,Quebec,CA,45.4719009399,-73.1994018555
CSX7,Exeter Airport,Sexsmith,Ontario,CA,43.3772010803,-81.5042037964
CSY3,Sorel Airport,Sorel,Quebec,CA,45.9803009033,-73.0421981812
CSY4,St-Donat Airport,St-Donat,Quebec,CA,46.3058013916,-74.1813964844
CSZ3,St-Jovite Airport,Mont-Tremblant,Quebec,CA,46.1542015076,-74.5836029053
CSZ4,St-Frederic Airport,St-Frederic,Quebec,CA,46.331401825,-70.9633026123
CT01,Whelan Farms Airport,Bethlehem,Connecticut,US,41.6661987305,-73.1890029907
CT04,Grass Land Air Field,North Canaan,Massachusetts,US,42.0390014648,-73.2871017456
CT07,Skis Landing Area Airport,Colchester,Connecticut,US,41.5736999512,-72.3031005859
CT08,Gardner Lake Airport,Colchester,Connecticut,US,41.5082015991,-72.2436981201
CT09,Heckler Field,Coventry,Connecticut,US,41.802898407,-72.3917007446
CT11,Devils Hopyard Field,East Haddam,Connecticut,US,41.4440002441,-72.3389968872
CT13,Yankee Airstrip,East Killingly,Connecticut,US,41.8833999634,-71.8162002563
CT14,Bancroft Airport,East Windsor Hill,Connecticut,US,41.8667984009,-72.6162033081
CT15,Wysocki Field,Ellington,Connecticut,US,41.945400238,-72.4776000977
CT19,Laurie Field,Hazardville,Connecticut,US,41.9682006836,-72.5398025513
CT20,Rankl Field,Marlborough,Connecticut,US,41.6001014709,-72.4328994751
CT24,North Canaan Aviation Facilities Inc Airport,North Canaan,Connecticut,US,42.0453987122,-73.3386993408
CT29,Valley Farms Airport,Somers,Connecticut,US,42.0136985779,-72.4729003906
CT31,Swift Airport,Stafford Springs,Connecticut,US,41.9650993347,-72.332901001
CT32,Gallup Farm Airport,Voluntown,Connecticut,US,41.5354003906,-71.8345031738
CT36,Gager Field,Bozrah,Connecticut,US,41.5644989014,-72.197303772
CT39,Maplewood Farm Airport,Durham,Connecticut,US,41.4683990479,-72.7083969116
CT42,Wings Ago Airstrip,Goshen,Connecticut,US,41.8501014709,-73.2661972046
CT43,Spruce Airport,Jewett City,Connecticut,US,41.5937004089,-71.9311981201
CT44,Ripley Field,Litchfield,Connecticut,US,41.7857017517,-73.3087005615
CT48,Wychwood Field,Mystic,Connecticut,US,41.4367980957,-71.9253997803
CT51,Docktors Field,New Milford,Connecticut,US,41.5334014893,-73.4161987305
CT52,Flying Ridge Airstrip,Newtown,Connecticut,US,41.3681983948,-73.2911987305
CT59,Good Hill Farm Airport,Roxbury,Connecticut,US,41.5500984192,-73.2661972046
CT66,Long View Landing Airport,Washington,Connecticut,US,41.6668014526,-73.2828979492
CT74,Westford Airstrip,Ashford/Westford,Connecticut,US,41.9506988525,-72.1815032959
CT80,Stonington Airpark,Stonington,Connecticut,US,41.3473014832,-71.8859024048
CT85,Roberts Farm Airport,East Windsor,Connecticut,US,41.8898010254,-72.6150970459
CT96,Green Acres Airport,Bristol,Connecticut,US,41.7084007263,-72.9711990356
CTA3,Ile aux Coudres Airport,Ile aux Coudres,Quebec,CA,47.3894004822,-70.3843994141
CTA4,St Bruno-de-Guigues Airport,St-Bruno-de-Guigues,Quebec,CA,47.4491996765,-79.4180984497
CTB6,Tete-a-la-Baleine Airport,Tete-a-la-Baleine,Quebec,CA,50.6744003296,-59.3835983276
CTE5,Lac a la Perchaude Airport,Lac a la Perchaude,Quebec,CA,46.6225013733,-72.8482971191
CTF3,Causapscal Airport,Causapscal,Quebec,CA,48.3114013672,-67.2514038086
CTF4,Dundalk (Tripp Field),,Ontario,CA,44.1743863972,-80.3079128265
CTG3,Du Rocher-Perce (Pabok) Airport,Du Rocher-Perce,Quebec,CA,48.3833007813,-64.5643997192
CTH2,Thor Lake Airport,,Northwest Territories,CA,62.1007902302,-112.624111176
CTH3,Grandes-Bergeronnes Airport,Grandes-Bergeronnes,Quebec,CA,48.2322006226,-69.5428009033
CTK2,Senneterre Airport,Senneterre,Quebec,CA,48.3405990601,-77.181098938
CTK6,Kegaska Airport,Kegaska,Quebec,CA,50.1958007813,-61.2658004761
CTK7,Selkirk / Kindy Airstrip,,Ontario,CA,42.8511123657,-79.8791656494
CTN6,Treherne (South Norfolk Airpark) Airport,Treherne,Manitoba,CA,49.6596984863,-98.6652984619
CTP9,Donaldson Airport,Kattiniq,Quebec,CA,61.6622009277,-73.3214035034
CTQ2,Weller Airport,Stanstead,Quebec,CA,45.0344009399,-72.0350036621
CTQ6,St-Anselme Airport,St-Anselme,Quebec,CA,46.6218986511,-70.9550018311
CTR6,St-Basile (Marcotte) Airport,St-Basile,Quebec,CA,46.7835998535,-71.8264007568
CTT5,La Romaine Airport,La Romaine,Quebec,CA,50.2597007751,-60.6794013977
CTU2,Fontanges Airport,Fontanges,Quebec,CA,54.5539016724,-71.1733016968
CTU5,La Tabatiere Airport,La Tabatiere,Quebec,CA,50.8307991028,-58.9756011963
CTY4,Olds / North 40 Ranch Airstrip,,Alberta,CA,51.9001705129,-114.147820473
CTY5,Rougemont Airport,Rougemont,Quebec,CA,45.4383010864,-73.0378036499
CVB2,Voisey's Bay,,Newfoundland and Labrador,CA,56.3447222222,-62.0880555556
CVF2,Fergus (Vodarek Field),,Ontario,CA,43.7232733033,-80.2893733978
CVS2,Viking (South) Airport,Viking,Alberta,CA,53.0256004333,-111.9489974976
CWC1,White City (Radomsky) Airport,White City,Saskatchewan,CA,50.4397010803,-104.3059997559
CWF2,Walter's Falls (Piper Way) Airfield,,Ontario,CA,44.463879951,-80.6214737892
CWJC,Ennadai Lake Airport,Ennadai,Nunavut,CA,61.1333333333,-100.9
CYAB,Arctic Bay Airport,,Nunavut,CA,73.0057668174,-85.0425052643
CYAC,Cat Lake Airport,Cat Lake,Ontario,CA,51.7271995544,-91.8244018555
CYAD,La Grande-3 Airport,La Grande-3,Quebec,CA,53.5717010498,-76.1964035034
CYAG,Fort Frances Municipal Airport,Fort Frances,Ontario,CA,48.6542015076,-93.4396972656
CYAH,La Grande-4 Airport,La Grande-4,Quebec,CA,53.754699707,-73.6753005981
CYAL,Alert Bay Airport,Alert Bay,British Columbia,CA,50.5821990967,-126.9160003662
CYAM,Sault Ste Marie Airport,Sault Ste Marie,Ontario,CA,46.4850006104,-84.5093994141
CYAQ,Kasabonika Airport,Kasabonika,Ontario,CA,53.5247001648,-88.6427993774
CYAS,Kangirsuk Airport,Kangirsuk,Quebec,CA,60.0271987915,-69.9991989136
CYAT,Attawapiskat Airport,Attawapiskat,Ontario,CA,52.9275016785,-82.4319000244
CYAU,Liverpool South Shore Regional Airport,Liverpool,Nova Scotia,CA,44.2303009033,-64.8561019897
CYAV,Winnipeg / St. Andrews Airport,Winnipeg,Manitoba,CA,50.0564002991,-97.0325012207
CYAW,Shearwater Airport,Halifax,Nova Scotia,CA,44.637222,-63.502222
CYAX,Lac Du Bonnet Airport,Lac Du Bonnet,Manitoba,CA,50.2943992615,-96.0100021362
CYAY,St. Anthony Airport,St. Anthony,Newfoundland and Labrador,CA,51.3918991089,-56.0830993652
CYAZ,Tofino / Long Beach Airport,Tofino,British Columbia,CA,49.0798255464,-125.775604248
CYBA,Banff Airport,Banff,Alberta,CA,51.2073404699,-115.541861057
CYBB,Kugaaruk Airport,Kugaaruk,Nunavut,CA,68.5344009399,-89.8080978394
CYBC,Baie Comeau Airport,Baie-Comeau,Quebec,CA,49.1324996948,-68.2043991089
CYBD,Bella Coola Airport,Bella Coola,British Columbia,CA,52.3875007629,-126.5960006714
CYBE,Uranium City Airport,Uranium City,Saskatchewan,CA,59.5614013672,-108.4810028076
CYBF,Bonnyville Airport,Bonnyville,Alberta,CA,54.3041992188,-110.7440032959
CYBG,CFB Bagotville,Bagotville,Quebec,CA,48.3306007385,-70.9963989258
CYBK,Baker Lake Airport,Baker Lake,Nunavut,CA,64.2988967896,-96.077796936
CYBL,Campbell River Airport,Campbell River,British Columbia,CA,49.9508018494,-125.2710037231
CYBP,Brooks Regional,Brooks,Alberta,CA,50.6335983276,-111.9260025024
CYBQ,Tadoule Lake Airport,Tadoule Lake,Manitoba,CA,58.7061004639,-98.5121994019
CYBR,Brandon Municipal Airport,Brandon,Manitoba,CA,49.9099998474,-99.9518966675
CYBT,Brochet Airport,Brochet,Manitoba,CA,57.8894004822,-101.6790008545
CYBU,Nipawin Airport,Nipawin,Saskatchewan,CA,53.3325004578,-104.0080032349
CYBV,Berens River Airport,Berens River,Manitoba,CA,52.3588981628,-97.0183029175
CYBW,Calgary / Springbank Airport,Calgary,Alberta,CA,51.103099823,-114.374000549
CYBX,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Quebec,CA,51.4435997009,-57.1852989197
CYCA,Cartwright Airport,Cartwright,Newfoundland and Labrador,CA,53.682800293,-57.0419006348
CYCB,Cambridge Bay Airport,Cambridge Bay,Nunavut,CA,69.1081008911,-105.138000488
CYCC,Cornwall Regional Airport,Cornwall,Quebec,CA,45.0928001404,-74.5633010864
CYCD,Nanaimo Airport,Nanaimo,British Columbia,CA,49.0522994995,-123.8700027466
CYCE,James T. Field Memorial Aerodrome,Centralia,Ontario,CA,43.2855987549,-81.5083007813
CYCG,Castlegar/West Kootenay Regional Airport,Castlegar,British Columbia,CA,49.2963981628,-117.632003784
CYCH,Miramichi Airport,Miramichi,New Brunswick,CA,47.0078010559,-65.4492034912
CYCK,Chatham Kent Airport,Chatham-Kent,Ontario,CA,42.3064002991,-82.0819015503
CYCL,Charlo Airport,Charlo,New Brunswick,CA,47.9907989502,-66.3302993774
CYCN,Cochrane Airport,Cochrane,Ontario,CA,49.1055984497,-81.0136032104
CYCO,Kugluktuk Airport,Kugluktuk,Nunavut,CA,67.8167037964,-115.143997192
CYCP,Blue River Airport,Blue River,British Columbia,CA,52.1166992188,-119.2829971313
CYCQ,Chetwynd Airport,Chetwynd,British Columbia,CA,55.6871986389,-121.6269989014
CYCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Manitoba,CA,54.6105995178,-97.7608032227
CYCS,Chesterfield Inlet Airport,Chesterfield Inlet,Nunavut,CA,63.3469009399,-90.7311019897
CYCT,Coronation Airport,Coronation,Alberta,CA,52.0750007629,-111.4449996948
CYCW,Chilliwack Airport,Chilliwack,British Columbia,CA,49.1528015137,-121.9390029907
CYCY,Clyde River Airport,Clyde River,Nunavut,CA,70.4860992432,-68.5167007446
CYCZ,Fairmont Hot Springs Airport,Fairmont Hot Springs,British Columbia,CA,50.3302993774,-115.873001099
CYDA,Dawson City Airport,Dawson City,Yukon,CA,64.0430984497,-139.1280059814
CYDB,Burwash Airport,Burwash,Yukon,CA,61.3711013794,-139.0410003662
CYDC,Princeton Airport,Town of Princeton,British Columbia,CA,49.4681015015,-120.511001587
CYDF,Deer Lake Airport,Deer Lake,Newfoundland and Labrador,CA,49.2108001709,-57.3913993835
CYDL,Dease Lake Airport,Dease Lake,British Columbia,CA,58.4221992493,-130.0319976807
CYDM,Ross River Airport,Ross River,Yukon,CA,61.9706001282,-132.4230041504
CYDN,Dauphin Barker Airport,Dauphin,Manitoba,CA,51.1007995605,-100.0520019531
CYDO,Dolbeau St Felicien Airport,Dolbeau-St-Felicien,Quebec,CA,48.7784996033,-72.375
CYDP,Nain Airport,Nain,Newfoundland and Labrador,CA,56.5491981506,-61.6803016663
CYDQ,Dawson Creek Airport,Dawson Creek,British Columbia,CA,55.7422981262,-120.1829986572
CYEA,Empress Airport,Empress,Alberta,CA,50.9333000183,-110.0130004883
CYEE,Huronia Airport,Midland,Ontario,CA,44.6833000183,-79.9282989502
CYEG,Edmonton International Airport,Edmonton,Alberta,CA,53.3097000122,-113.580001831
CYEK,Arviat Airport,Arviat,Nunavut,CA,61.0942001343,-94.0708007812
CYEL,Elliot Lake Municipal Airport,Elliot Lake,Ontario,CA,46.351398468,-82.5614013672
CYEM,Manitoulin East Municipal Airport,Manitowaning,Ontario,CA,45.8428001404,-81.8581008911
CYEN,Estevan Airport,Estevan,Saskatchewan,CA,49.2103004456,-102.966003418
CYER,Fort Severn Airport,Fort Severn,Ontario,CA,56.018901825,-87.6761016846
CYES,Edmundston Airport,Edmundston,New Brunswick,CA,47.4906005859,-68.4819030762
CYET,Edson Airport,Edson,Alberta,CA,53.5788993835,-116.464996338
CYEU,Eureka Airport,Eureka,Nunavut,CA,79.9946975708,-85.814201355
CYEV,Inuvik Mike Zubko Airport,Inuvik,Northwest Territories,CA,68.3041992188,-133.483001709
CYEY,Amos Magny Airport,Amos,Quebec,CA,48.5638999939,-78.2497024536
CYFA,Fort Albany Airport,Fort Albany,Ontario,CA,52.2014007568,-81.6968994141
CYFB,Iqaluit Airport,Iqaluit,Nunavut,CA,63.756401062,-68.5558013916
CYFC,Fredericton Airport,Fredericton,New Brunswick,CA,45.8689002991,-66.5372009277
CYFD,Brantford Municipal Airport,Brantford,Ontario,CA,43.131401062,-80.3424987793
CYFE,Forestville Airport,Forestville,Quebec,CA,48.7461013794,-69.0971984863
CYFH,Fort Hope Airport,Fort Hope,Ontario,CA,51.5619010925,-87.9077987671
CYFJ,La Macaza / Mont-Tremblant International Inc Airport,Riviere Rouge,Quebec,CA,46.4094009399,-74.7799987793
CYFO,Flin Flon Airport,Flin Flon,Manitoba,CA,54.6781005859,-101.6819992065
CYFR,Fort Resolution Airport,Fort Resolution,Northwest Territories,CA,61.1808013916,-113.690002441
CYFS,Fort Simpson Airport,Fort Simpson,Northwest Territories,CA,61.7602005005,-121.2369995117
CYFT,Makkovik Airport,Makkovik,Newfoundland and Labrador,CA,55.0769004822,-59.1864013672
CYGB,Texada Gillies Bay Airport,Texada,British Columbia,CA,49.6941986084,-124.5179977417
CYGD,Goderich Airport,Goderich,Ontario,CA,43.7668991089,-81.7106018066
CYGE,Golden Airport,Golden,British Columbia,CA,51.2991981506,-116.9820022583
CYGH,Fort Good Hope Airport,Fort Good Hope,Northwest Territories,CA,66.2407989502,-128.6510009766
CYGK,Kingston Norman Rogers Airport,Kingston,Ontario,CA,44.2252998352,-76.5969009399
CYGL,La Grande Riviere Airport,La Grande Riviere,Quebec,CA,53.6253013611,-77.7042007446
CYGM,Gimli Industrial Park Airport,Gimli,Manitoba,CA,50.6281013489,-97.043296814
CYGO,Gods Lake Narrows Airport,Gods Lake Narrows,Manitoba,CA,54.5588989258,-94.4914016724
CYGP,Gaspe (Michel-Pouliot) Airport,Gaspe,Quebec,CA,48.7752990723,-64.4785995483
CYGQ,Geraldton Greenstone Regional Airport,Geraldton,Ontario,CA,49.778301239,-86.9393997192
CYGR,Iles-de-la-Madeleine Airport,Iles-de-la-Madeleine,Quebec,CA,47.4247016907,-61.7780990601
CYGT,Igloolik Airport,Igloolik,Nunavut,CA,69.3647003174,-81.8161010742
CYGV,Havre St Pierre Airport,Havre St-Pierre,Quebec,CA,50.2818984985,-63.6114006042
CYGW,Kuujjuarapik Airport,Kuujjuarapik,Quebec,CA,55.2818984985,-77.765296936
CYGX,Gillam Airport,Gillam,Manitoba,CA,56.3574981689,-94.7106018066
CYGZ,Grise Fiord Airport,Grise Fiord,Nunavut,CA,76.4261016846,-82.9092025757
CYHA,Quaqtaq Airport,Quaqtaq,Quebec,CA,61.0463981628,-69.6177978516
CYHB,Hudson Bay Airport,Hudson Bay,Saskatchewan,CA,52.8166999817,-102.3109970093
CYHD,Dryden Regional Airport,Dryden,Ontario,CA,49.8316993713,-92.7442016602
CYHE,Hope Airport,Hope,British Columbia,CA,49.3683013916,-121.498001099
CYHF,Hearst Rene Fontaine Municipal Airport,Hearst,Ontario,CA,49.7141990662,-83.6860961914
CYHH,Nemiscau Airport,Nemiscau,Quebec,CA,51.6911010742,-76.135597229
CYHI,Ulukhaktok Holman Airport,Ulukhaktok,Northwest Territories,CA,70.762802124,-117.8059997559
CYHK,Gjoa Haven Airport,Gjoa Haven,Nunavut,CA,68.635597229,-95.8497009277
CYHM,John C. Munro Hamilton International Airport,Hamilton,Ontario,CA,43.1735992432,-79.9349975586
CYHN,Hornepayne Municipal Airport,Hornepayne,Ontario,CA,49.1930999756,-84.7589035034
CYHO,Hopedale Airport,Hopedale,Newfoundland and Labrador,CA,55.448299408,-60.2285995483
CYHR,Chevery Airport,Chevery,Quebec,CA,50.4688987732,-59.6366996765
CYHS,Hanover / Saugeen Municipal Airport,Hanover,Ontario,CA,44.1582984924,-81.0627975464
